uri,onsite,visited
http://www.fonicpartnershop.de/handys/Huawei_Vision_inkl._FONIC_Smartphone-SIM,false,false
/meinfonic/tarifoptionen,true,true
https://www.trustedshops.com/shop/certificate.php?shop_id=XA821E86710BD81E82ABDD6DA7D04E44A,false,false
http://facit-digital.3uu.de/uc/admin/2504/?a=/tarife/prepaid-handy-tarif-9-cent-billig-telefonieren&b=https://www.fonic.de/tarife/handytarife-smartphone-tarife-bestellen,false,false
#tab1,true,true
#tab2,true,true
#tab3,true,true
#fonic-classic-rufnummer-mitnehmen,true,true
/dlc/pdf/FONIC_eth_de.pdf,true,true
/meinfonic/tarifoptionen#NO_DATA_FNC,true,true
/meinfonic/tarifoptionen#HANDY_INET_PACK,true,true
http://facit-digital.3uu.de/uc/admin/2504/?a=/tarife/prepaid-surf-stick-fuer-mobiles-internet&b=https://www.fonic.de/tarife/handy-internet-flatrate-sim-karte,false,false
/dlc/pdf/FONIC_Surfstick-Preisliste.pdf,true,true
/meinfonic/tarifoptionen#DATA_FLAT,true,true
http://newsroom.fonic.de/das-fazit-der-connect-redaktion-zum-thema-internet-flatrates-mit-transparenten-preisen-gutem-netz-und-ordentlicher-handyauswahl-ist-fonic-eine-gute-wahl/,false,false
#myCarousel,true,true
http://www.fonicpartnershop.de/handys/samsung-e1230-pure-white,false,false
http://www.fonicpartnershop.de/handys/nokia-asha-200,false,false
http://www.fonicpartnershop.de/,false,false
http://www.fonic-shop.de/Samsung-I9300-Galaxy-S3.html?refID=fonic,false,false
http://www.fonic-shop.de/Samsung-I8160-Galaxy-Ace-2.html?refID=fonic,false,false
http://www.fonic-shop.de/HTC-One-X.html?refID=fonic,false,false
#myCarousel2,true,true
http://www.fonic-shop.de/Samsung-N7100-Galaxy-Note-2.html?refID=fonic,false,false
http://www.fonic-shop.de/,false,false
http://www.o2online.de/eshop/fonic/katalog/detail/privatkunden/geraet-ohne-vertrag/fonic-huawei-u8850-vision-silber?ohneTarif&partnerId=opfon0000000000,false,false
http://www.fonic-shop.de/Sony-Ericsson-Xperia-Arc-S.html?refID=fonic&pay=other,false,false
http://www.fonic-shop.de/Samsung-I8160-Galaxy-Ace-2.html?refID=fonic&pay=other,false,false
http://www.fonic-shop.de/Samsung-S6802-Galaxy-Ace-Duos.html?refID=fonic&pay=other,false,false
http://www.fonicpartnershop.de/handys/Huawei_Y200_inkl._FONIC_Smart-SIM/add-cart-item,false,false
#iphone4-8gb-details-accordion-01,true,true
http://www.fonicpartnershop.de/handys/Huawei_Y200_inkl._FONIC_Smartphone-SIM/add-cart-item,false,false
http://www.fonicpartnershop.de/handys/Huawei_Y200,false,false
http://www.testberichte.de/rx/321699.html?tb_partner_id=2064&tb_p=322507,false,false
http://www.testberichte.de/a/handy/magazin/connect-6-2012/321763.html,false,false
http://www.testberichte.de/rx/321710.html?tb_partner_id=2064&tb_p=322507,false,false
http://www.testberichte.de/rx/321669.html?tb_partner_id=2064&tb_p=322507,false,false
http://www.fonic-shop.de/Apple-iPhone-4S-16GB.html?xtatc=INT-1-2%7C%7C594%5BApple+iPhone+4S+16GB?refID=5501,false,false
/handys/iphone-shop/iphone4-8gb-schwarz,true,true
/handys/iphone-shop/iphone4-8gb-weiss,true,true
/handys/iphone-shop/iphone3gs-8gb-schwarz,true,true
/service-hilfe/faq/surf-tarif-tagesflatrate-mobile-internet-flat#surf-tarif-aktivieren,true,true
/service-hilfe/faq/online-verwaltung,true,true
/service-hilfe/faq/rufnummern-mitnahme-portierung,true,true
/service-hilfe/faq/guthaben-der-prepaid-sim-karte-fuers-handy-aufladen#guthaben-im-ausland-aufladen,true,true
/service-hilfe/faq/sim-karte-freischalten#problem-mit-der-registrierung,true,true
/service-hilfe/faq/handy#handy-info,true,true
/service-hilfe/faq/sim-karte-freischalten#frage-2-4,true,true
/service-hilfe/faq/guthaben-der-prepaid-sim-karte-fuers-handy-aufladen#guthaben-aufladen-info,true,true
/service-hilfe/faq/mein-fonic#frage-5-13,true,true
/service-hilfe/faq/videos-start-mit-fonic,true,true
/service-hilfe/faq/videos-dein-kundenbereich-mein-fonic,true,true
/service-hilfe/faq/videos-auflademechanismen,true,true
/service-hilfe/faq/videos-mein-fonic-tarifubersicht,true,true
/service-hilfe/faq/videos-tarifwechsel,true,true
/service-hilfe/faq/kundenbetreuung-call-center-hotline-service,true,true
/service-hilfe/faq/agb,true,true
/service-hilfe/faq/bankdaten,true,true
/service-hilfe/faq/besitzerwechsel,true,true
/service-hilfe/faq/nutzungsuebersicht,true,true
/service-hilfe/faq/kostenschutz,true,true
/service-hilfe/faq/kuendigung,true,true
/service-hilfe/faq/keine-vertragslaufzeit,true,true
/service-hilfe/faq/rechnung,true,true
/service-hilfe/faq/ruecklastschrift,true,true
/service-hilfe/faq/sperrung-oder-diebstahl-der-sim-karte,true,true
/service-hilfe/faq/handy-internet-paket-prepaid-flatrate,true,true
/service-hilfe/faq/handy,true,true
/service-hilfe/faq/wechsel-zu-fonic-prepaid-anbieter,true,true
/service-hilfe/faq/fonic-sim-karte-kaufen,true,true
/service-hilfe/faq/sim-online-shop,true,true
/service-hilfe/faq/rufnummer-mitnehmen,true,true
/service-hilfe/faq/verkaufstellen-simkarte,true,true
/service-hilfe/faq/trusted-shop-fuer-sim-karten,true,true
/service-hilfe/faq/im-ausland-mobil-telefonieren-roaming-sms-ins-ausland,true,true
/service-hilfe/faq/mein-handy,true,true
/service-hilfe/faq/mailbox,true,true
/service-hilfe/faq/netzempfang-o2-netzabdeckung,true,true
/service-hilfe/faq/sms-empfangen-sms-verschicken-sms-ins-ausland,true,true
/service-hilfe/faq/mms,true,true
/service-hilfe/faq/mobil-telefonieren,true,true
/service-hilfe/faq/gprs-umts-hsdpa,true,true
/service-hilfe/faq/guthaben-der-prepaid-sim-karte-fuers-handy-aufladen,true,true
/service-hilfe/faq/guthaben-auszahlung,true,true
/service-hilfe/faq/guthaben-kontostand-der-handy-sim-karte,true,true
/service-hilfe/faq/guthaben-volle-kostenkontrolle,true,true
/service-hilfe/faq/prepaid-telefonieren-mit-handykarte,true,true
/meinfonic/gespraechsuebersicht,true,true
/meinfonic/einstellungen/zahlungsdaten,true,true
/meinfonic/einstellungen/personalinfo,true,true
/meinfonic/einstellungen/ersatz,true,true
/meinfonic/einstellungen/sperrung,true,true
/meinfonic/einstellungen/kennwort,true,true
/service-hilfe/faq/ersatz-sim-karte,true,true
/service-hilfe/faq/micro-sim-kaufen,true,true
/service-hilfe/faq/pin-fuer-fonic-sim-karte,true,true
/service-hilfe/faq/puk-fuer-fonic-sim-karte,true,true
/swf/callingHome_sound.swf,true,true
prepaid-surfstick-ohne-vertrag-kaufen,true,true
surf-stick-internet-nutzung-mobiles-internet,true,true
surf-stick-guthaben,true,true
umts-stick-hardware-software-umts-flatrate,true,true
/service-hilfe/faq/fonic-smart-neukunde,true,true
/service-hilfe/faq/wie-bestandskunden-zu-fonic-smart-wechseln,true,true
/service-hilfe/faq/was-ist-in-fonic-smart-inkludiert,true,true
/service-hilfe/faq/wie-wird-bei-fonic-smart-bezahlt,true,true
#tab4,true,true
http://www.fonicpartnershop.de,false,false
/sonderrufnummern,true,true
/dlc/pdf/FONIC_Anleitung_Rufnummernmitnahme.pdf,true,true
/dlc/pdf/FONIC_Surf-Stick_Kurzanleitung_Huawei_E173.pdf,true,true
/dlc/pdf/FONIC_Surf-Stick_Kurzanleitung_Huawei_E1750.pdf,true,true
/dlc/pdf/FONIC_Surf-Stick_Kurzanleitung_Huawei_E1550.pdf,true,true
http://fonic-downloads.de/bin/Huawei_E1550_Mobile_Partner_win.zip,false,false
http://fonic-downloads.de/bin/HUAWEI_E1550_WinDriver_4_20_12_00_singleEXE.zip,false,false
http://fonic-downloads.de/bin/Huawei_E1550_Mobile_Partner_osx.dmg.zip,false,false
http://fonic-downloads.de/bin/Mac%20Driver(4.25.30.00).zip,false,false
/dlc/pdf/FONIC_Surf-Stick_Kurzanleitung_Huawei_E161.pdf,true,true
http://fonic-downloads.de/bin/Mobile_Partner_Huawei_E161_Win.zip,false,false
http://fonic-downloads.de/bin/Mobile_Partner_Huawei_E161_Mac.zip,false,false
http://fonic-downloads.de/bin/Linux_Driver_4_08_01_00.tar.gz,false,false
/dlc/pdf/FONIC_Surf-Stick_Kurzanleitung_Huawei_E160.pdf,true,true
http://fonic-downloads.de/bin/Mobile_Partner_windows_v11300051340.zip,false,false
http://fonic-downloads.de/bin/Fonic_Surf-Stick_E160_Windows-Treiber_3050000.zip,false,false
http://fonic-downloads.de/bin/Mobile_Partner_mac_os_v11300051340.zip,false,false
/dlc/pdf/FONIC-EinwilligungErziehungsberechtigter.pdf,true,true
/dlc/pdf/FONIC-Verzichtserklaerung.pdf,true,true
/dlc/pdf/FONIC-Besitzerwechsel.pdf,true,true
/dlc/pdf/FONIC-Lastschriftverfahren.pdf,true,true
http://gisweb.o2online.de/netcheck/jsp/index.jsp,false,false
http://www.connect.de/ratgeber/mobilfunk-netztest-2012-1427666.html,false,false
http://www.test.de,false,false
http://www.teltarif.de/,false,false
http://www.chip.de/artikel/Discount-Tarife-der-Netzbetreiber-im-Vergleich-3_44930445.html,false,false
"http://www.connect.de/ratgeber/fonic-1099956,287.html",false,false
http://www.computerbild.de,false,false
https://www.trustedshops.com/bewertung/info_XA821E86710BD81E82ABDD6DA7D04E44A.html,false,false
http://www.tariftip.de/rubrik/20311/FONIC-Surf-Stick-im-Test.html,false,false
http://www.verivox.de/nachrichten/verbraucher-empfehlen-handy-discounter-weiter-53437.aspx,false,false
http://www.biallo.de/finanzen/Produktcheck/fonic-kostenschutz-tarif.php,false,false
http://www.teledir.de/auszeichnung-guenstigste-internettarife-und-mobilfunktarife-im-2-quartal-2010,false,false
http://www.surf-stick.net/,false,false
http://www.o2online.de/tarife/netzabdeckung/,false,false
http://www.fonicpartnershop.de/handys/fonic-smartphone-sim-karte-micro-sim,false,false
/filialfinder,true,true
#fonic-surf-stick-netzstandards-01,true,true
#fonic-surf-stick-systemvoraussetzung-01,true,true
#fonic-surf-stick-software-01,true,true
#fonic-mobil-ins-internet-video,true,true
/im-ausland-telefonieren/in-afghanistan-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-albanien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-algerien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-australien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-belgien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-bosnien-herzegowina-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-brasilien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-bulgarien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-china-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-costa-rica-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-der-dominikanische-republik-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-daenemark-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-estland-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-finnland-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-frankreich-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-faeroeer-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-georgien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-gibraltar-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-griechenland-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-grossbritannien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/Auf-guadeloupe-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-hong-kong-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-indonesien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-irland-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-island-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-der-isle-of-man-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-israel-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-italien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-jamaika-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-japan-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-jersey-und-guernsey-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-jordanien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-kanada-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-kasachstan-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-katar-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-kenia-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/im-kosovo-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-kroatien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-kuba-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-kuwait-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-lettland-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/im-libanon-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-liechtenstein-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-litauen-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-luxemburg-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-macao-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-malta-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-marokko-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-martinique-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-mauritius-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-mazedonien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-mexiko-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-monaco-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-montenegro-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-namibia-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-neuseeland-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-den-niederlanden-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-norwegen-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-pakistan-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-den-philippinen-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-polen-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-portugal-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-der-republik-moldau-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-rumaenien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-russland-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-san-marino-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-saudi-arabien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-schweden-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-der-schweiz-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-serbien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-den-seychellen-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-singapur-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-der-slowakei-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-slowenien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-spanien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-sri-lanka-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-syrien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-suedafrika-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-suedkorea-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-tadschikistan-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-taiwan-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-tansania-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-thailand-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-tschechien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-tunesien-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-der-tuerkei-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-den-usa-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-der-ukraine-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-ungarn-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-usbekistan-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/im-vatikanstadt-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-venezuela-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-den-vereinigten-arabischen-emiraten-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-vietnam-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/auf-zypern-mobil-telefonieren-und-sms-verschicken,true,true
/im-ausland-telefonieren/in-aegypten-mobil-telefonieren-und-sms-verschicken,true,true
/auslandstarife/in-alle-anderen-laender-mobil-telefonieren-und-sms-verschicken,true,true
/tarife/mobiles-internet-datentarife,true,true
http://www.fonic.de,false,false
#fonic-call-home-video-short,true,true
mailto:presse@fonic.de,true,true
http://newsroom.fonic.de/,false,false
http://www.vranz.com,false,false
http://www.facebook.com/fonic.,false,false
/agb,true,true
/widerruf,true,true
/leistungsbeschreibung,true,true
/dlc/pdf/FONIC_Informationspfl.pdf,true,true
/dlc/pdf/FONIC_Datenschutzbestimmung.pdf,true,true
http://www.explido-affiliate.de/basics/,false,false
mailto:fonic@affiliate.explido.net,true,true
http://www.affili.net/publisher/signup.aspx?pid=5245,false,false
http://www.tradedoubler.com/pan/program_info?program_id=64344,false,false
https://ui.zanox-affiliate.de/bin/z_in_frm.dll?1001100210030&0C0&124777_112_341,false,false
/tv-spots-archiv,true,true
/outtakes,true,true
http://fonic-downloads.de/bin/FONIC_Musik.mp3,false,false
http://www.handy.de/fun/realmusic/i/Wand+In+My+Hand/c/Pop/,false,false
http://www.myspace.com/TflowK,false,false
http://www.fonicpartnershop.de/handys/Huawei_Vision_inkl._FONIC_Smart-SIM/add-cart-item,false,false
http://www.fonicpartnershop.de/handys/Huawei_Vision,false,false
http://www.cnet.de/tests/handy/41556767/huawei_vision_im_test_attraktiv__hochwertig__fairer_preis.htm,false,false
http://www.huawei.com/de/catalog.do?id=908,false,false
#wie-rufnummer-portieren,true,true
#vorteile-meinfonic,true,true
#topup-directdebit-modal,true,true
mailto:service@fonic.de,true,true
http://facit-digital.3uu.de/uc/admin/2504/?a=/index&b=https://www.fonic.de/bestellen/fonic-surf-stick,false,false
/meinfonic/tools/nochkeinkunde,true,true
/dlc/pdf/FONIC_eth_uk.pdf,true,true
/dlc/pdf/FONIC_eth_sr.pdf,true,true
/dlc/pdf/FONIC_eth_cr.pdf,true,true
/dlc/pdf/FONIC_eth_tr.pdf,true,true
/dlc/pdf/FONIC_eth_pl.pdf,true,true
/dlc/pdf/FONIC_eth_ch.pdf,true,true
/dlc/pdf/FONIC_eth_ru.pdf,true,true
/dlc/pdf/FONIC_eth_it.pdf,true,true
http://www.fonicpartnershop.de/handys/fonic-smartphone-sim-karte-micro-sim/add-cart-item,false,false
http://facit-digital.3uu.de/uc/admin/2504/?a=/meinfonic&b=https://www.fonic.de/meinfonic/tools/deeplink?url=/meinfonic/tarifoptionen,false,false
http://www.o2online.de/eshop/fonic/katalog/detail/privatkunden/geraet-ohne-vertrag/iphone-4-8gb-schwarz?ohneTarif&partnerId=opfon0000000000,false,false
http://www.o2online.de/eshop/fonic/katalog/detail/privatkunden/geraet-ohne-vertrag/iphone-4-8gb-weiss?ohneTarif&partnerId=opfon0000000000,false,false
